10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,42,42,42,42,42,42,42,42,46,44,44,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,42,42,42,42,42,42,42,42,46,47,47,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,42,42,42,42,42,42,42,42,46,47,47,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,42,42,42,42,42,42,42,42,46,47,47,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,46,44,44,44,44,44,44,44,44,47,47,44,44,44,44,44,44,44,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,19,19,19,19,19,19,19,19,38,19,19,19,19,21,19,20,19,19,21,19,19,19,19,19,20,19,19,21,19,19,19,19,19,21,19,19,19,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,38,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,21,19,20,19,19,21,19,19,19,19,19,19,19,19,19,20,19,19,21,19,19,19,22,19,19,19,19,19,19,19,19,19,19,19,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,14,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,38,19,22,19,19,19,19,19,19,19,21,19,19,19,19,19,19,19,19,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,21,19,19,19,19,19,19,19,19,19,21,19,19,19,19,19,21,19,22,19,19,19,19,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
10,10,10,10,10,10,10,10,14,19,19,19,19,19,19,19,19,19,19,20,19,19,21,19,19,19,22,19,19,19,19,19,19,19,19,19,19,19,19,19,19,38,19,19,19,20,19,19,19,19,19,19,19,22,19,19,19,19,19,19,19,19,22,19,19,19,19,22,19,19,19,19,19,19,19,21,19,19,19,19,19,19,22,19,19,19,19,19,19,22,19,19,19,19,22,19,19,19,19,19,19,21,19,23,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,42,42,42,42,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,
